time_s,displacement_mm
2.820000,-0.313501
2.840000,0.305931
2.860000,-0.010899
2.880000,-0.706141
2.900000,-0.481537
2.920000,0.414883
2.940000,0.702169
2.960000,0.223659
2.980000,-0.038341
3.000000,0.232841
3.020000,0.294643
3.040000,-0.201141
3.060000,-0.531410
3.080000,-0.148002
3.100000,0.279663
3.120000,-0.058256
3.140000,-0.619750
3.160000,-0.341384
3.180000,0.461343
3.200000,0.583701
3.220000,0.057469
3.240000,-0.016508
3.260000,0.374219
3.280000,0.162522
3.300000,-0.589329
3.320000,-0.595457
3.340000,0.260610
3.360000,0.543616
3.380000,-0.215501
3.400000,-0.676876
3.420000,-0.087952
3.440000,0.471424
3.460000,0.172045
3.480000,-0.138257
3.500000,0.270428
3.520000,0.553127
3.540000,-0.047431
3.560000,-0.650734
3.580000,-0.289941
3.600000,0.348144
3.620000,0.202950
3.640000,-0.329410
3.660000,-0.301814
3.680000,0.081421
3.700000,0.083743
3.720000,-0.110644
3.740000,0.100826
3.760000,0.476365
3.780000,0.368451
3.800000,-0.108746
3.820000,-0.346783
3.840000,-0.230725
3.860000,-0.077574
3.880000,-0.004004
3.900000,0.048734
3.920000,0.033893
3.940000,-0.054400
3.960000,-0.077052
3.980000,0.012327
4.000000,0.114915
4.020000,0.187947
4.040000,0.216211
4.060000,0.088200
4.080000,-0.193624
4.100000,-0.336188
4.120000,-0.133535
4.140000,0.142479
4.160000,0.118716
4.180000,-0.081021
4.200000,-0.083721
4.220000,0.057460
4.240000,0.027081
4.260000,-0.062394
4.280000,0.123217
4.300000,0.353442
4.320000,0.121990
4.340000,-0.344773
4.360000,-0.343209
4.380000,0.078451
4.400000,0.191078
4.420000,-0.115502
4.440000,-0.192214
4.460000,0.124681
4.480000,0.224145
4.500000,-0.092076
4.520000,-0.195157
4.540000,0.190460
4.560000,0.404454
4.580000,0.021588
4.600000,-0.355285
4.620000,-0.183382
4.640000,0.067970
4.660000,-0.104643
4.680000,-0.229888
4.700000,0.159277
4.720000,0.444291
4.740000,0.014702
4.760000,-0.439423
4.780000,-0.084563
4.800000,0.481706
4.820000,0.289211
4.840000,-0.251203
4.860000,-0.209836
4.880000,0.116472
4.900000,-0.072501
4.920000,-0.429196
4.940000,-0.147053
4.960000,0.414853
4.980000,0.357204
5.000000,-0.128878
5.020000,-0.211065
5.040000,0.075518
5.060000,0.109507
5.080000,-0.067530
5.100000,-0.000064
5.120000,0.173834
5.140000,0.018532
5.160000,-0.310851
5.180000,-0.316668
5.200000,0.033945
5.220000,0.331157
5.240000,0.296440
5.260000,0.023446
5.280000,-0.171734
5.300000,-0.095046
5.320000,0.045156
5.340000,-0.050155
5.360000,-0.184381
5.380000,0.030029
5.400000,0.313422
5.420000,0.069057
5.440000,-0.404210
5.460000,-0.243949
5.480000,0.363107
5.500000,0.363456
5.520000,-0.233247
5.540000,-0.318724
5.560000,0.220745
5.580000,0.298548
5.600000,-0.222762
5.620000,-0.248074
5.640000,0.348950
5.660000,0.378989
5.680000,-0.381502
5.700000,-0.667596
5.720000,-0.010922
5.740000,0.451413
5.760000,0.086911
5.780000,-0.187479
5.800000,0.230214
5.820000,0.458404
5.840000,-0.131561
5.860000,-0.584225
5.880000,-0.058720
5.900000,0.542067
5.920000,0.143261
5.940000,-0.554101
5.960000,-0.355497
5.980000,0.302051
6.000000,0.258688
6.020000,-0.250344
6.040000,-0.153975
6.060000,0.432480
6.080000,0.437787
6.100000,-0.237565
6.120000,-0.534440
6.140000,-0.002617
6.160000,0.491607
6.180000,0.186534
6.200000,-0.396100
6.220000,-0.359482
6.240000,0.117343
6.260000,0.168152
6.280000,-0.214558
6.300000,-0.163759
6.320000,0.429147
6.340000,0.535975
6.360000,-0.206989
6.380000,-0.631542
6.400000,0.030121
6.420000,0.649945
6.440000,0.088282
6.460000,-0.689436
6.480000,-0.275604
6.500000,0.558166
6.520000,0.219581
6.540000,-0.681468
6.560000,-0.344593
6.580000,0.825512
6.600000,0.764810
6.620000,-0.525574
6.640000,-0.857336
6.660000,0.274700
6.680000,0.790491
6.700000,-0.204555
6.720000,-0.805230
6.740000,0.147134
6.760000,0.848235
6.780000,-0.143325
6.800000,-1.090596
6.820000,-0.150854
6.840000,1.148188
6.860000,0.545691
6.880000,-0.866041
6.900000,-0.607916
6.920000,0.722977
6.940000,0.642970
6.960000,-0.643864
6.980000,-0.698773
7.000000,0.598321
7.020000,0.801233
7.040000,-0.591089
7.060000,-1.116869
7.080000,0.242082
7.100000,1.170125
7.120000,0.123540
7.140000,-0.937200
7.160000,-0.129548
7.180000,0.964571
7.200000,0.253053
7.220000,-1.013477
7.240000,-0.535656
7.260000,0.833970
7.280000,0.650111
7.300000,-0.714013
7.320000,-0.796775
7.340000,0.530073
7.360000,0.925014
7.380000,-0.210684
7.400000,-0.784222
7.420000,0.152004
7.440000,0.761860
7.460000,-0.161584
7.480000,-0.955557
7.500000,-0.097325
7.520000,0.951082
7.540000,0.307278
7.560000,-0.891159
7.580000,-0.484454
7.600000,0.798347
7.620000,0.670907
7.640000,-0.542110
7.660000,-0.565600
7.680000,0.584916
7.700000,0.650238
7.720000,-0.626583
7.740000,-0.939386
7.760000,0.340417
7.780000,0.916028
7.800000,-0.272758
7.820000,-1.048361
7.840000,0.072723
7.860000,1.141116
7.880000,0.296224
7.900000,-0.856191
7.920000,-0.206340
7.940000,0.979113
7.960000,0.380899
7.980000,-1.081160
8.000000,-0.854503
8.020000,0.634407
8.040000,0.766375
8.060000,-0.532720
8.080000,-0.755099
8.100000,0.542174
8.120000,0.982525
8.140000,-0.207879
8.160000,-0.822369
8.180000,0.212829
8.200000,0.890841
8.220000,-0.140713
8.240000,-1.083809
8.260000,-0.267758
8.280000,0.826853
8.300000,0.276767
8.320000,-0.818117
8.340000,-0.389119
8.360000,0.830363
8.380000,0.681160
8.400000,-0.485462
8.420000,-0.525147
8.440000,0.534912
8.460000,0.616438
8.480000,-0.518937
8.500000,-0.845294
8.520000,0.187644
8.540000,0.683294
8.560000,-0.218117
8.580000,-0.816225
8.600000,0.032461
8.620000,0.864436
8.640000,0.272578
8.660000,-0.583637
8.680000,-0.133404
8.700000,0.743489
8.720000,0.359476
8.740000,-0.667416
8.760000,-0.551580
8.780000,0.383414
8.800000,0.337522
8.820000,-0.617102
8.840000,-0.664274
8.860000,0.414631
8.880000,0.826166
8.900000,-0.026000
8.920000,-0.552870
8.940000,0.127771
8.960000,0.698890
8.980000,0.091738
9.000000,-0.631908
9.020000,-0.239693
9.040000,0.483598
9.060000,0.180994
9.080000,-0.651351
9.100000,-0.544308
9.120000,0.373540
9.140000,0.620963
9.160000,-0.092124
9.180000,-0.468264
9.200000,0.082998
9.220000,0.533501
9.240000,0.127440
9.260000,-0.376439
9.280000,-0.136513
9.300000,0.343604
9.320000,0.166390
9.340000,-0.429517
9.360000,-0.486974
9.380000,0.114373
9.400000,0.461322
9.420000,0.059982
9.440000,-0.345069
9.460000,-0.004658
9.480000,0.488302
9.500000,0.193805
9.520000,-0.410851
9.540000,-0.221180
9.560000,0.394014
9.580000,0.193027
9.600000,-0.568641
9.620000,-0.514953
9.640000,0.293830
9.660000,0.455267
9.680000,-0.158257
9.700000,-0.218944
9.720000,0.467163
9.740000,0.556656
9.760000,-0.268313
9.780000,-0.639430
9.800000,0.011288
9.820000,0.462406
9.840000,-0.055474
9.860000,-0.571799
9.880000,-0.212681
9.900000,0.327313
9.920000,0.164697
9.940000,-0.222981
9.960000,0.027111
9.980000,0.551442
10.000000,0.392368
10.020000,-0.280385
10.040000,-0.427861
10.060000,0.062168
10.080000,0.224057
10.100000,-0.245832
10.120000,-0.480861
10.140000,-0.025662
10.160000,0.365339
10.180000,0.086863
10.200000,-0.270094
10.220000,0.006847
10.240000,0.499104
10.260000,0.390736
10.280000,-0.138810
10.300000,-0.265645
10.320000,0.047151
10.340000,0.050021
10.360000,-0.380981
10.380000,-0.463769
10.400000,0.062205
10.420000,0.367752
10.440000,-0.013686
10.460000,-0.294017
10.480000,0.154718
10.500000,0.601819
10.520000,0.260943
10.540000,-0.262163
10.560000,-0.098976
10.580000,0.271180
10.600000,-0.034603
10.620000,-0.587764
10.640000,-0.415800
10.660000,0.189094
10.680000,0.216721
10.700000,-0.214620
10.720000,-0.157725
10.740000,0.361030
10.760000,0.431306
10.780000,-0.012245
10.800000,-0.110704
10.820000,0.258680
10.840000,0.260567
10.860000,-0.286271
10.880000,-0.533023
10.900000,-0.151201
10.920000,0.117456
10.940000,-0.118552
10.960000,-0.233312
10.980000,0.135873
11.000000,0.371974
11.020000,0.082321
11.040000,-0.124726
11.060000,0.207831
11.080000,0.497775
11.100000,0.159107
11.120000,-0.376305
11.140000,-0.436837
11.160000,-0.175802
11.180000,-0.120038
11.200000,-0.207847
11.220000,-0.029281
11.240000,0.300300
11.260000,0.285452
11.280000,-0.024833
11.300000,-0.052767
11.320000,0.280602
11.340000,0.366158
11.360000,-0.027577
11.380000,-0.342239
11.400000,-0.221293
11.420000,-0.078459
11.440000,-0.237215
11.460000,-0.294071
11.480000,0.094030
11.500000,0.456541
11.520000,0.241696
11.540000,-0.185880
11.560000,-0.102740
11.580000,0.327139
11.600000,0.330489
11.620000,-0.106706
11.640000,-0.271574
11.660000,-0.081315
11.680000,-0.143386
11.700000,-0.432668
11.720000,-0.265042
11.740000,0.326319
11.760000,0.523255
11.780000,0.128534
11.800000,-0.170405
11.820000,-0.018824
11.840000,0.177227
11.860000,0.107081
11.880000,-0.039749
11.900000,-0.094236
11.920000,-0.142642
11.940000,-0.206151
11.960000,-0.188373
11.980000,-0.082000
12.000000,0.085156
12.020000,0.281497
12.040000,0.307233
12.060000,0.029327
12.080000,-0.217651
12.100000,-0.063394
12.120000,0.202395
12.140000,0.092912
12.160000,-0.187450
12.180000,-0.160914
12.200000,-0.016844
12.220000,-0.170945
12.240000,-0.291176
12.260000,0.128187
12.280000,0.600708
12.300000,0.318080
12.320000,-0.325225
12.340000,-0.289789
12.360000,0.262661
12.380000,0.262500
12.400000,-0.275550
12.420000,-0.315412
12.440000,0.167918
12.460000,0.120212
12.480000,-0.498876
12.500000,-0.500039
12.520000,0.362708
12.540000,0.851469
12.560000,0.321615
12.580000,-0.299834
12.600000,-0.193365
12.620000,0.098406
12.640000,-0.123011
12.660000,-0.394224
12.680000,-0.035362
12.700000,0.428857
12.720000,0.111628
12.740000,-0.531543
12.760000,-0.363248
12.780000,0.413868
12.800000,0.569990
12.820000,-0.000404
12.840000,-0.218830
12.860000,0.131865
12.880000,0.140502
12.900000,-0.345615
12.920000,-0.398202
12.940000,0.157332
12.960000,0.341608
12.980000,-0.153174
13.000000,-0.398498
13.020000,0.041463
13.040000,0.380437
13.060000,0.131520
13.080000,-0.092426
13.100000,0.138753
13.120000,0.292285
13.140000,-0.036392
13.160000,-0.360819
13.180000,-0.215515
13.200000,0.063497
13.220000,0.015006
13.240000,-0.186302
13.260000,-0.147749
13.280000,0.069590
13.300000,0.156858
13.320000,0.107916
13.340000,0.146981
13.360000,0.261695
13.380000,0.188215
13.400000,-0.120852
13.420000,-0.336799
13.440000,-0.215210
13.460000,0.035084
13.480000,0.069034
13.500000,-0.096037
13.520000,-0.164571
13.540000,-0.035688
13.560000,0.095090
13.580000,0.107267
13.600000,0.139217
13.620000,0.266645
13.640000,0.268538
13.660000,-0.018150
13.680000,-0.329899
13.700000,-0.311288
13.720000,-0.062856
13.740000,0.019684
13.760000,-0.125800
13.780000,-0.147789
13.800000,0.107020
13.820000,0.289142
13.840000,0.135211
13.860000,-0.010167
13.880000,0.201521
13.900000,0.360552
13.920000,-0.048375
13.940000,-0.570569
13.960000,-0.412062
13.980000,0.140795
14.000000,0.165000
14.020000,-0.255765
14.040000,-0.210571
14.060000,0.316756
14.080000,0.394588
14.100000,-0.095191
14.120000,-0.180665
14.140000,0.382383
14.160000,0.549378
14.180000,-0.155602
14.200000,-0.699415
14.220000,-0.309814
14.240000,0.206683
14.260000,-0.021833
14.280000,-0.392993
14.300000,-0.043762
14.320000,0.519236
14.340000,0.355040
14.360000,-0.215395
14.380000,-0.204871
14.400000,0.328283
14.420000,0.450850
14.440000,-0.042710
14.460000,-0.384452
14.480000,-0.206997
14.500000,-0.069916
14.520000,-0.304164
14.540000,-0.350653
14.560000,0.151307
14.580000,0.540793
14.600000,0.224658
14.620000,-0.225760
14.640000,-0.039063
14.660000,0.414113
14.680000,0.314878
14.700000,-0.180827
14.720000,-0.328419
14.740000,-0.113929
14.760000,-0.100423
14.780000,-0.312711
14.800000,-0.262938
14.820000,0.114891
14.840000,0.363624
14.860000,0.260735
14.880000,0.076378
14.900000,0.058260
14.920000,0.101091
14.940000,0.036832
14.960000,-0.066673
14.980000,-0.086527
15.000000,-0.102224
15.020000,-0.227654
15.040000,-0.329222
15.060000,-0.186541
15.080000,0.137630
15.100000,0.347601
15.120000,0.301991
15.140000,0.132157
15.160000,0.003188
15.180000,-0.047732
15.200000,-0.041179
15.220000,0.007840
15.240000,0.040138
15.260000,-0.040237
15.280000,-0.217316
15.300000,-0.306273
15.320000,-0.183071
15.340000,0.015928
15.360000,0.116320
15.380000,0.184970
15.400000,0.307839
15.420000,0.301618
15.440000,0.033322
15.460000,-0.210569
15.480000,-0.119521
15.500000,0.104217
15.520000,0.050501
15.540000,-0.245287
15.560000,-0.373918
15.580000,-0.177548
15.600000,0.068073
15.620000,0.127502
15.640000,0.145926
15.660000,0.304255
15.680000,0.372788
15.700000,0.043322
15.720000,-0.394908
15.740000,-0.336034
15.760000,0.136302
15.780000,0.285530
15.800000,-0.075664
15.820000,-0.309148
15.840000,-0.121009
15.860000,0.008393
15.880000,-0.107392
15.900000,0.022688
15.920000,0.461486
15.940000,0.498449
15.960000,-0.085709
15.980000,-0.490346
16.000000,-0.187170
16.020000,0.223471
16.040000,0.071709
16.060000,-0.282236
16.080000,-0.168796
16.100000,0.178166
16.120000,0.077815
16.140000,-0.272082
16.160000,-0.066803
16.180000,0.558382
16.200000,0.558507
16.220000,-0.199441
16.240000,-0.565293
16.260000,-0.060794
16.280000,0.292521
16.300000,-0.153363
16.320000,-0.501518
16.340000,-0.013410
16.360000,0.479129
16.380000,0.107611
16.400000,-0.390932
16.420000,-0.006433
16.440000,0.659141
16.460000,0.428302
16.480000,-0.371915
16.500000,-0.529384
16.520000,-0.046283
16.540000,0.068218
16.560000,-0.265706
16.580000,-0.169490
16.600000,0.396226
16.620000,0.465007
16.640000,-0.150928
16.660000,-0.445760
16.680000,0.054909
16.700000,0.513083
16.720000,0.223595
16.740000,-0.301815
16.760000,-0.310895
16.780000,0.009165
16.800000,0.029079
16.820000,-0.220175
16.840000,-0.181679
16.860000,0.221015
16.880000,0.400085
16.900000,0.040581
16.920000,-0.323733
16.940000,-0.092349
16.960000,0.401452
16.980000,0.357081
17.000000,-0.186977
17.020000,-0.410381
17.040000,-0.100108
17.060000,0.061334
17.080000,-0.194806
17.100000,-0.242037
17.120000,0.200441
17.140000,0.443570
17.160000,0.065697
17.180000,-0.253360
17.200000,0.056787
17.220000,0.382239
17.240000,0.058487
17.260000,-0.354048
17.280000,-0.125205
17.300000,0.210178
17.320000,-0.128662
17.340000,-0.558650
17.360000,-0.138303
17.380000,0.574048
17.400000,0.418189
17.420000,-0.261947
17.440000,-0.253298
17.460000,0.318239
17.480000,0.303238
17.500000,-0.305661
17.520000,-0.389431
17.540000,0.216882
17.560000,0.408586
17.580000,-0.212252
17.600000,-0.599756
17.620000,-0.059696
17.640000,0.529569
17.660000,0.212838
17.680000,-0.370281
17.700000,-0.111747
17.720000,0.531538
17.740000,0.307781
17.760000,-0.494880
17.780000,-0.472765
17.800000,0.317703
17.820000,0.413571
17.840000,-0.358368
17.860000,-0.562272
17.880000,0.176831
17.900000,0.524612
17.920000,-0.039475
17.940000,-0.321522
17.960000,0.256062
17.980000,0.556541
18.000000,-0.105183
18.020000,-0.628894
18.040000,-0.119140
18.060000,0.476009
18.080000,0.077763
18.100000,-0.594194
18.120000,-0.342329
18.140000,0.392720
18.160000,0.394224
18.180000,-0.173519
18.200000,-0.184273
18.220000,0.362024
18.240000,0.390356
18.260000,-0.240183
18.280000,-0.450970
18.300000,0.107752
18.320000,0.405436
18.340000,-0.129096
18.360000,-0.578383
18.380000,-0.159537
18.400000,0.417628
18.420000,0.235220
18.440000,-0.259758
18.460000,-0.127672
18.480000,0.399801
18.500000,0.356502
18.520000,-0.279638
18.540000,-0.526367
18.560000,0.006307
18.580000,0.469602
18.600000,0.124097
18.620000,-0.428117
18.640000,-0.218148
18.660000,0.372913
18.680000,0.235278
18.700000,-0.370654
18.720000,-0.203411
18.740000,0.518652
18.760000,0.364992
18.780000,-0.537223
18.800000,-0.570885
18.820000,0.362996
18.840000,0.603248
18.860000,-0.237227
18.880000,-0.625875
18.900000,0.068872
18.920000,0.538584
18.940000,0.001844
18.960000,-0.440608
18.980000,0.083519
19.000000,0.613346
19.020000,0.152457
19.040000,-0.524379
19.060000,-0.331014
19.080000,0.239614
19.100000,0.178392
19.120000,-0.263575
19.140000,-0.247570
19.160000,0.142636
19.180000,0.236238
19.200000,-0.022461
19.220000,-0.105270
19.240000,0.176750
19.260000,0.383929
19.280000,0.106533
19.300000,-0.385602
19.320000,-0.453706
19.340000,-0.039100
19.360000,0.204773
19.380000,-0.026593
19.400000,-0.171909
19.420000,0.147283
19.440000,0.370267
19.460000,0.060589
19.480000,-0.172891
19.500000,0.168995
19.520000,0.372809
19.540000,-0.197402
19.560000,-0.730904
19.580000,-0.325408
19.600000,0.328747
19.620000,0.185713
19.640000,-0.271642
19.660000,-0.031639
19.680000,0.528015
19.700000,0.387874
19.720000,-0.220366
19.740000,-0.256313
19.760000,0.276055
19.780000,0.363253
19.800000,-0.253314
19.820000,-0.634611
19.840000,-0.235013
19.860000,0.204041
19.880000,-0.000109
19.900000,-0.264132
19.920000,0.118654
19.940000,0.560552
19.960000,0.215958
19.980000,-0.359957
20.000000,-0.120719
20.020000,0.525451
20.040000,0.359080
20.060000,-0.457651
20.080000,-0.606717
20.100000,0.075696
20.120000,0.336243
20.140000,-0.226195
20.160000,-0.460319
20.180000,0.180502
20.200000,0.575820
20.220000,-0.008020
20.240000,-0.497589
20.260000,0.062092
20.280000,0.708111
20.300000,0.256310
20.320000,-0.550476
20.340000,-0.381462
20.360000,0.301549
20.380000,0.167924
20.400000,-0.501031
20.420000,-0.361499
20.440000,0.449316
20.460000,0.505883
20.480000,-0.292507
20.500000,-0.491943
20.520000,0.301180
20.540000,0.700863
20.560000,0.009658
20.580000,-0.581504
20.600000,-0.156467
20.620000,0.355244
20.640000,-0.027177
20.660000,-0.535238
20.680000,-0.137846
20.700000,0.494893
20.720000,0.241640
20.740000,-0.362316
20.760000,-0.146742
20.780000,0.494343
20.800000,0.377085
20.820000,-0.272566
20.840000,-0.334761
20.860000,0.110766
20.880000,0.076268
20.900000,-0.399383
20.920000,-0.360369
20.940000,0.256145
20.960000,0.491783
20.980000,0.042237
21.000000,-0.283250
21.020000,0.017395
21.040000,0.366014
21.060000,0.161262
21.080000,-0.245733
21.100000,-0.222139
21.120000,0.077656
21.140000,0.031006
21.160000,-0.340712
21.180000,-0.354565
21.200000,0.182884
21.220000,0.549034
21.240000,0.217742
21.260000,-0.245674
21.280000,-0.106462
21.300000,0.262867
21.320000,0.068576
21.340000,-0.370750
21.360000,-0.163951
21.380000,0.372275
21.400000,0.161526
21.420000,-0.547809
21.440000,-0.459770
21.460000,0.395550
21.480000,0.613701
21.500000,-0.080917
21.520000,-0.378550
21.540000,0.195593
21.560000,0.460961
21.580000,-0.181515
21.600000,-0.602570
21.620000,-0.001211
21.640000,0.560704
21.660000,0.013078
21.680000,-0.724981
21.700000,-0.311373
21.720000,0.581242
21.740000,0.450839
21.760000,-0.301609
21.780000,-0.173498
21.800000,0.565194
21.820000,0.367752
21.840000,-0.596468
21.860000,-0.632478
21.880000,0.347347
21.900000,0.587459
21.920000,-0.335342
21.940000,-0.757119
21.960000,0.058403
21.980000,0.676513
22.000000,0.144680
22.020000,-0.410974
22.040000,0.027709
22.060000,0.570589
22.080000,0.147092
22.100000,-0.549479
22.120000,-0.343821
22.140000,0.342222
22.160000,0.286256
22.180000,-0.376145
22.200000,-0.435261
22.220000,0.236945
22.240000,0.460256
22.260000,-0.157042
22.280000,-0.471145
22.300000,0.194255
22.320000,0.740020
22.340000,0.145102
22.360000,-0.638134
22.380000,-0.285751
22.400000,0.488577
22.420000,0.202974
22.440000,-0.626722
22.460000,-0.415879
22.480000,0.503367
22.500000,0.470220
22.520000,-0.403569
22.540000,-0.454060
22.560000,0.421913
22.580000,0.602219
22.600000,-0.224872
22.620000,-0.514660
22.640000,0.233863
22.660000,0.556928
22.680000,-0.243475
22.700000,-0.787275
22.720000,-0.117338
22.740000,0.592021
22.760000,0.192655
22.780000,-0.427763
22.800000,-0.087313
22.820000,0.539181
22.840000,0.272730
22.860000,-0.388193
22.880000,-0.276566
22.900000,0.298521
22.920000,0.236718
22.940000,-0.319429
22.960000,-0.366801
22.980000,0.108197
23.000000,0.241191
23.020000,-0.104732
23.040000,-0.220136
23.060000,0.123904
23.080000,0.355435
23.100000,0.125824
23.120000,-0.183434
23.140000,-0.134006
23.160000,0.126677
23.180000,0.147726
23.200000,-0.138131
23.220000,-0.310308
23.240000,-0.096024
23.260000,0.182743
23.280000,0.110299
23.300000,-0.118652
23.320000,-0.031893
23.340000,0.244065
23.360000,0.161832
23.380000,-0.224813
23.400000,-0.256799
23.420000,0.177118
23.440000,0.361727
23.460000,-0.043254
23.480000,-0.376945
23.500000,-0.096170
23.520000,0.264673
23.540000,0.039016
23.560000,-0.344935
23.580000,-0.116174
23.600000,0.390478
23.620000,0.277798
23.640000,-0.273878
23.660000,-0.282173
23.680000,0.277341
23.700000,0.406168
23.720000,-0.153628
23.740000,-0.467670
23.760000,-0.047740
23.780000,0.314959
23.800000,-0.024628
23.820000,-0.397031
23.840000,-0.023330
23.860000,0.503827
23.880000,0.217406
23.900000,-0.424763
23.920000,-0.278192
23.940000,0.426251
23.960000,0.468118
23.980000,-0.207318
24.000000,-0.476133
24.020000,-0.050220
24.040000,0.182270
24.060000,-0.127076
24.080000,-0.254351
24.100000,0.167442
24.120000,0.464891
24.140000,0.124538
24.160000,-0.315467
24.180000,-0.193957
24.200000,0.188029
24.220000,0.156231
24.240000,-0.180904
24.260000,-0.206641
24.280000,0.082928
24.300000,0.121523
24.320000,-0.158011
24.340000,-0.181680
24.360000,0.209872
24.380000,0.401991
24.400000,0.055465
24.420000,-0.261021
24.440000,-0.054950
24.460000,0.204655
24.480000,-0.042156
24.500000,-0.384642
24.520000,-0.193442
24.540000,0.207839
24.560000,0.157698
24.580000,-0.137952
24.600000,-0.059665
24.620000,0.271484
24.640000,0.277756
24.660000,-0.034280
24.680000,-0.173857
24.700000,-0.035744
24.720000,0.030476
24.740000,-0.112946
24.760000,-0.203009
24.780000,-0.064258
24.800000,0.108907
24.820000,0.079277
24.840000,-0.068064
24.860000,-0.056059
24.880000,0.174800
24.900000,0.337634
24.920000,0.171994
24.940000,-0.140015
24.960000,-0.209144
24.980000,-0.069862
25.000000,-0.101916
25.020000,-0.283476
25.040000,-0.180016
25.060000,0.200847
25.080000,0.311069
25.100000,0.024469
25.120000,-0.108825
25.140000,0.144195
25.160000,0.273024
25.180000,-0.017716
25.200000,-0.240844
25.220000,-0.038254
25.240000,0.132977
25.260000,-0.126780
25.280000,-0.357216
25.300000,-0.073183
25.320000,0.292642
25.340000,0.140412
25.360000,-0.208142
25.380000,-0.092177
25.400000,0.302211
25.420000,0.296750
25.440000,-0.069451
25.460000,-0.159082
25.480000,0.084965
25.500000,0.061822
25.520000,-0.326254
25.540000,-0.409335
25.560000,0.062761
25.580000,0.397627
25.600000,0.117529
25.620000,-0.224472
25.640000,-0.037877
25.660000,0.286659
25.680000,0.139015
25.700000,-0.206975
25.720000,-0.130281
25.740000,0.207655
25.760000,0.172696
25.780000,-0.215183
25.800000,-0.329573
25.820000,-0.009994
25.840000,0.200091
25.860000,0.001111
25.880000,-0.172558
25.900000,0.048707
25.920000,0.281526
25.940000,0.078010
25.960000,-0.199686
25.980000,-0.004355
26.000000,0.311054
26.020000,0.067994
26.040000,-0.414828
26.060000,-0.296371
26.080000,0.250476
26.100000,0.305866
26.120000,-0.177589
26.140000,-0.349917
26.160000,0.023886
26.180000,0.258247
26.200000,0.024510
26.220000,-0.134261
26.240000,0.155365
26.260000,0.402370
26.280000,0.102806
26.300000,-0.348869
26.320000,-0.294354
26.340000,0.075481
26.360000,0.082687
26.380000,-0.226459
26.400000,-0.194231
26.420000,0.208245
26.440000,0.287087
26.460000,-0.107157
26.480000,-0.249130
26.500000,0.192078
26.520000,0.507448
26.540000,0.113660
26.560000,-0.436285
26.580000,-0.341168
26.600000,0.134720
